0	HOWT_1	HOWT_2	HOWT_3	HOET_1	HOET_2	HOET_3
LOC101929312	0	0	0	0	0	0
LOC101929315	0	0	0	0	0	0
LOC101929319	0	0	0	0	0	0
LOC101929331	4	4	8	1	2	3
LOC101929337	1	0	1	0	0	0
LOC101929340	0	0	0	0	0	0
LOC101929353	0	0	0	0	0	0
LOC101929371	0	0	0	0	0	0
LOC101929372	0	2	4	0	3	1
LOC101929374	0	3	8	2	3	3
LOC101929378	7	5	10	3	1	3
LOC101929380	0	0	0	0	0	0
LOC101929384	3	1	3	0	0	2
LOC101929395	0	0	3	0	0	0
LOC101929406	0	0	0	0	0	0
LOC101929412	1	3	2	0	3	0
LOC101929413	0	0	0	0	0	0
LOC101929415	0	1	1	0	0	0
LOC101929420	0	0	0	0	0	0
LOC101929427	0	0	0	0	0	0
LOC101929431	0	1	0	0	0	0
LOC101929439	0	0	1	0	0	0
LOC101929441	0	0	0	0	0	0
LOC101929448	0	0	0	0	0	0
LOC101929450	0	0	0	0	0	0
LOC101929452	0	0	0	0	0	0
LOC101929454	0	0	0	0	0	0
LOC101929464	0	0	1	0	0	0
LOC101929468	2	1	0	0	0	0
LOC101929470	0	0	0	0	0	0
LOC101929473	0	0	0	0	0	0
LOC101929486	0	0	0	0	0	0
LOC101929488	0	0	0	0	0	0
LOC101929497	0	0	0	0	1	0
LOC101929504	0	0	0	0	0	0
LOC101929505	0	0	0	0	0	0
LOC101929512	0	0	0	0	0	0
LOC101929516	0	0	0	0	0	0
LOC101929517	0	0	0	0	0	0
LOC101929524	0	0	0	0	0	0
LOC101929526	0	0	0	0	0	0
LOC101929528	0	0	0	0	0	0
LOC101929529	0	0	0	0	0	0
LOC101929532	0	0	0	0	0	0
LOC101929541	3	12	8	18	15	15
LOC101929549	0	0	0	0	0	0
LOC101929550	27	23	36	0	3	0
LOC101929551	0	0	0	0	0	0
LOC101929555	10	14	11	14	4	6
LOC101929563	0	1	4	1	1	1
LOC101929565	0	0	0	0	0	0
LOC101929567	26	18	27	10	6	4
LOC101929570	0	0	0	0	0	0
LOC101929572	0	0	0	0	0	0
LOC101929574	0	0	0	0	0	0
LOC101929577	2	5	8	2	0	0
LOC101929579	1	1	0	0	0	0
LOC101929584	0	0	0	0	0	0
LOC101929586	0	0	0	0	0	0
LOC101929592	0	0	0	0	0	0
LOC101929595	0	2	0	1	0	0
LOC101929596	0	1	0	0	0	0
LOC101929607	0	0	0	0	0	0
LOC101929608	0	0	0	0	0	0
LOC101929613	44	57	72	35	39	24
LOC101929622	0	0	0	0	0	0
LOC101929625	0	0	0	0	0	0
LOC101929626	3	2	6	0	0	0
LOC101929631	0	0	0	0	0	0
LOC101929633	1	1	2	3	0	2
LOC101929645	0	0	0	0	0	0
LOC101929646	0	0	0	0	0	0
LOC101929653	0	0	0	0	0	0
LOC101929657	2	0	0	0	0	1
LOC101929660	0	1	0	0	0	0
LOC101929662	0	0	0	0	0	0
LOC101929679	6	3	5	13	11	10
LOC101929680	0	0	0	0	0	0
LOC101929681	0	0	0	0	0	0
LOC101929694	0	0	0	0	0	0
LOC101929696	0	0	0	0	0	0
LOC101929698	3	0	4	0	0	2
LOC101929705	129	172	197	144	263	222
LOC101929709	27	48	70	26	25	36
LOC101929710	1	2	1	1	6	0
LOC101929715	6	5	6	1	5	10
LOC101929717	0	0	1	0	0	0
LOC101929718	0	2	4	0	0	0
LOC101929719	0	0	0	0	0	0
LOC101929721	0	0	0	0	0	0
LOC101929723	0	0	2	0	0	0
LOC101929733	2	5	5	6	6	8
LOC101929741	1	1	0	5	3	1
LOC101929753	0	0	0	0	0	0
LOC101929754	0	0	0	0	0	0
LOC101929762	4	0	1	0	1	3
LOC101929767	64	89	104	27	46	48
LOC101929771	0	0	0	0	0	0
LOC101929829	0	0	0	0	0	0
LOC101929897	0	0	1	0	0	0
LOC101929983	0	0	0	0	0	0
LOC101930010	5	14	20	5	6	8
LOC101930071	2	6	16	0	1	9
LOC101930452	1	3	5	4	0	5
LOC102031319	0	0	0	0	0	0
LOC102467079	0	0	0	0	0	0
LOC102467080	0	0	1	0	0	0
LOC102467081	0	0	0	0	0	0
LOC102467147	1	2	9	0	2	1
LOC102467212	0	0	0	0	1	5
LOC102467213	0	0	0	0	0	0
LOC102467214	0	1	0	0	0	0
LOC102467216	0	0	0	0	0	0
LOC102467217	0	0	0	0	0	0
LOC102467222	0	0	0	0	0	0
LOC102467223	0	0	0	0	0	0
LOC102467224	0	0	0	0	0	0
LOC102467225	0	0	0	0	0	0
LOC102467226	0	0	0	0	0	0
LOC102467655	0	0	0	0	0	0
LOC102477328	0	0	0	0	0	0
LOC102503427	0	0	0	0	0	0
LOC102546226	0	0	0	0	0	0
LOC102546228	0	0	0	0	0	0
LOC102546229	0	0	0	0	0	0
LOC102546294	14	18	15	18	11	11
LOC102546298	0	2	0	1	1	0
LOC102546299	0	0	0	0	0	0
LOC102577426	0	0	0	0	0	0
LOC102606465	52	91	87	53	65	53
LOC102606466	0	0	0	0	0	0
LOC102723330	0	0	0	0	0	0
LOC102723344	0	0	0	0	0	0
LOC102723354	7	7	13	8	3	25
LOC102723362	0	0	0	0	0	0
LOC102723373	0	0	0	0	0	0
LOC102723376	3	2	1	0	0	0
LOC102723377	0	0	0	0	0	0
LOC102723385	3	3	4	0	0	0
LOC102723427	0	0	0	0	0	0
LOC102723439	0	0	0	0	0	0
LOC102723448	0	0	0	0	0	0
LOC102723505	0	0	0	0	0	0
LOC102723517	0	0	0	0	0	0
LOC102723544	1	1	2	0	1	1
LOC102723582	0	1	0	0	0	0
LOC102723604	0	0	0	0	0	0
LOC102723617	0	0	0	0	0	0
LOC102723649	0	0	0	0	0	0
LOC102723661	0	0	0	0	0	0
LOC102723701	0	1	3	0	0	0
LOC102723703	4	4	7	2	5	4
LOC102723704	0	0	0	0	0	0
LOC102723709	0	0	0	0	0	0
LOC102723729	0	0	0	2	1	3
LOC102723766	0	1	3	2	4	0
LOC102723769	0	0	0	0	0	0
LOC102723778	0	0	0	0	0	0
LOC102723809	0	0	0	0	0	0
LOC102723824	3	0	4	0	0	1
LOC102723828	0	2	1	1	1	1
LOC102723831	0	0	0	0	0	0
LOC102723833	0	0	0	0	0	0
LOC102723854	0	0	0	0	0	0
LOC102723859	0	0	0	0	0	0
LOC102723883	0	0	0	0	0	0
LOC102723885	0	0	0	0	0	0
LOC102723895	1	0	3	0	0	0
LOC102723927	14	19	44	8	14	7
LOC102723968	0	0	0	0	0	0
LOC102724000	0	0	2	0	0	0
LOC102724009	0	0	1	0	0	1
LOC102724020	0	0	0	0	0	0
LOC102724034	0	0	0	0	0	0
LOC102724050	0	4	1	4	13	7
LOC102724053	0	0	0	0	0	0
LOC102724058	0	0	0	0	0	0
LOC102724084	0	1	0	0	0	0
LOC102724094	0	0	0	0	0	0
LOC102724096	0	0	0	0	1	0
LOC102724153	0	0	0	0	0	0
LOC102724163	0	0	1	0	0	0
LOC102724188	0	0	0	0	0	0
LOC102724190	0	0	0	0	0	0
LOC102724201	0	0	0	0	0	0
LOC102724238	0	0	0	0	0	0
LOC102724279	0	0	0	0	0	0
LOC102724297	0	0	0	0	0	0
LOC102724301	4	4	11	1	0	4
LOC102724312	82	123	113	55	71	92
LOC102724321	0	0	0	0	0	0
LOC102724323	0	1	0	0	0	0
LOC102724421	0	0	0	0	0	0
LOC102724434	0	0	0	0	0	0
LOC102724450	6	4	7	4	4	1
LOC102724467	0	2	0	0	0	0
LOC102724484	1	0	0	0	0	0
LOC102724511	0	0	0	0	0	0
LOC102724539	0	0	0	0	0	0
LOC102724552	1	2	1	0	1	1
LOC102724555	0	0	0	0	0	0
LOC102724589	0	0	2	2	1	0
LOC102724596	1	2	3	1	0	2
LOC102724601	0	0	1	1	0	0
LOC102724604	0	0	0	0	0	0
LOC102724612	0	0	0	0	0	0
LOC102724623	0	0	0	0	0	0
LOC102724651	0	0	0	0	0	0
LOC102724659	0	0	0	0	0	0
LOC102724661	0	0	0	0	0	0
LOC102724663	0	0	0	0	0	0
LOC102724691	5	4	1	0	2	1
LOC102724699	0	2	1	5	5	4
LOC102724710	0	0	0	0	0	0
LOC102724719	0	1	0	0	0	0
LOC102724776	0	0	0	0	0	0
LOC102724784	0	0	0	0	0	0
LOC102724804	0	0	0	0	0	0
LOC102724814	25	21	40	29	52	33
LOC102724849	0	0	0	0	0	0
LOC102724862	0	0	0	0	0	0
LOC102724874	0	0	0	0	0	0
LOC102724890	0	0	0	0	0	0
LOC102724913	0	0	0	0	0	0
LOC102724919	1	2	4	0	0	3
LOC102724927	5	4	4	0	4	0
LOC102724933	0	2	0	0	0	0
LOC102724957	0	0	1	0	0	0
LOC102724958	0	0	0	0	0	0
LOC102725079	0	0	0	0	0	0
LOC102800447	0	0	1	0	0	0
LOC103021295	0	0	0	0	0	0
LOC103091866	18	22	26	7	15	13
LOC103171574	0	0	0	0	0	0
LOC103191607	0	0	0	0	0	0
LOC103312105	0	0	0	0	0	0
LOC103344931	163	210	213	125	187	171
LOC103352541	0	1	0	0	0	0
LOC103611081	139	226	210	166	145	185
LOC103908605	0	1	0	0	0	0
LOC104054148	0	0	0	0	0	0
LOC104613533	0	0	0	0	0	0
LOC104968399	0	0	1	1	0	0
LOC105274304	21	16	22	2	4	3
LOC105370306	0	0	0	0	0	0
LOC105372441	0	0	0	0	0	0
LOC105372795	11	10	10	2	8	11
LOC105373300	4	4	13	1	1	4
LOC105373383	1	7	10	0	5	1
LOC105375734	0	0	0	0	0	0
LOC105376360	0	0	0	0	0	0
LOC105376671	0	4	3	1	5	5
LOC105377348	24	49	40	19	39	35
LOC105378732	2	1	1	0	0	0
LOC105447645	16	11	7	3	3	4
LOC105447648	0	0	0	0	0	0
LOC105616981	0	0	1	5	2	0
LOC105667213	0	0	0	0	0	0
LOC105747689	0	1	0	2	2	3
LOC105748977	0	0	0	0	0	0
LOC105755953	0	0	0	0	0	0
LOC113230	32	38	37	74	129	113
LOC115110	0	0	1	0	1	2
LOC143666	67	78	91	56	68	63
LOC145474	3	0	0	0	0	0
LOC145783	78	105	103	23	30	22
LOC145845	15	17	15	8	8	2
LOC146513	0	0	0	0	0	0
LOC146880	185	252	268	102	164	108
LOC148413	210	333	348	126	125	125
LOC148696	0	0	0	0	0	0
LOC148709	16	13	22	15	14	14
LOC149373	0	0	0	0	0	0
LOC149684	0	2	0	0	0	0
LOC149950	0	0	0	0	0	0
LOC150776	257	405	407	346	467	590
LOC150935	0	0	0	0	0	0
LOC151121	0	0	1	0	0	0
LOC151174	14	12	17	5	11	11
LOC151475	1	0	0	0	1	0
LOC151484	0	0	0	0	0	0
LOC152225	0	1	2	0	2	4
LOC152578	0	0	1	2	3	1
LOC153684	18	13	15	2	4	1
LOC153910	2	0	0	4	1	3
LOC154449	0	0	0	0	0	0
LOC154761	0	0	2	0	4	4
LOC155060	158	250	301	191	236	233
LOC157273	1	1	2	0	1	2
LOC158434	0	0	1	0	0	0
LOC158435	1	3	0	10	15	9
LOC171391	60	92	108	63	103	76
LOC1720	0	0	0	0	0	0
LOC200726	0	0	0	0	0	0
LOC200772	0	1	1	2	0	4
LOC202181	88	82	132	23	14	13
LOC220729	303	437	511	583	565	582
LOC221122	0	0	0	0	0	0
LOC221946	0	0	3	0	1	1
LOC253573	0	0	0	0	0	0
LOC254028	0	0	0	0	0	0
LOC254896	11	13	21	11	16	13
LOC255187	1	1	0	0	0	0
LOC255654	0	0	0	0	0	0
LOC256880	0	3	2	2	1	3
LOC257396	49	63	70	20	27	32
LOC283038	0	2	1	0	0	0
LOC283045	0	0	0	0	0	0
LOC283140	12	9	11	22	7	14
LOC283177	3	4	0	0	0	1
LOC283194	0	1	2	4	1	1
LOC283214	0	0	0	0	0	0
LOC283299	0	0	0	0	0	0
LOC283332	0	0	0	0	0	0
LOC283335	35	48	66	44	61	56
LOC283352	0	0	0	0	0	0
LOC283440	6	4	4	1	0	0
LOC283575	0	0	0	0	1	1
LOC283585	0	0	0	0	0	0
LOC283683	97	110	150	29	38	41
LOC283710	1	0	1	1	0	0
LOC283731	0	0	0	0	0	0
LOC283788	0	0	0	0	0	0
LOC283856	9	21	25	2	0	2
LOC283922	69	62	86	54	56	63
LOC284009	7	5	16	5	5	6
LOC284023	37	48	49	44	38	45
LOC284080	2	4	3	0	1	2
LOC284294	0	0	0	0	0	1
LOC284344	0	0	0	0	0	0
LOC284379	0	0	0	0	0	0
LOC284395	0	0	0	0	0	0
LOC284412	3	2	4	3	3	4
LOC284454	53	77	93	314	427	435
LOC284578	1	0	3	2	7	2
LOC284581	10	7	6	5	2	7
LOC284632	0	0	0	0	0	0
LOC284648	4	3	1	4	2	1
LOC284661	0	0	0	0	0	0
LOC284788	0	0	0	0	0	0
LOC284798	0	1	4	0	0	0
LOC284825	113	144	154	27	15	25
LOC284865	0	1	0	0	0	0
LOC284930	0	0	0	0	0	0
LOC284933	0	0	0	0	0	0
LOC284950	1	0	1	0	0	0
LOC285000	0	0	0	0	0	0
LOC285043	8	5	9	0	4	0
LOC285074	69	75	107	168	158	145
LOC285484	2	0	0	1	0	0
LOC285593	0	0	0	0	0	0
LOC285626	2	1	0	2	0	0
LOC285627	0	0	0	0	0	0
LOC285629	0	0	0	0	0	0
LOC285692	0	1	1	0	0	0
LOC285696	2	2	3	3	0	1
LOC285740	0	0	0	0	0	0
LOC285762	0	0	0	0	0	0
LOC285766	0	0	0	0	0	0
LOC285768	0	0	1	0	0	0
LOC285804	0	0	0	0	0	0
LOC285819	0	0	2	0	0	0
LOC285847	0	0	0	0	0	0
LOC285889	1	1	0	0	0	0
LOC286059	2	3	9	4	0	3
LOC286083	0	0	0	0	0	0
LOC286114	0	0	0	0	0	0
LOC286177	0	0	0	0	0	0
LOC286238	0	0	0	0	0	0
LOC286297	0	0	0	0	0	0
LOC286359	0	0	0	0	0	0
LOC286370	1	1	0	0	0	1
LOC286437	88	133	163	108	85	98
LOC338694	0	0	0	0	0	0
LOC338797	0	0	0	0	0	0
LOC338963	0	0	0	0	0	0
LOC339059	2	1	5	2	0	1
LOC339166	0	0	0	0	0	0
LOC339260	72	86	82	103	136	138
LOC339298	0	0	0	0	0	0
LOC339529	0	0	0	0	0	0
LOC339539	2	0	3	1	1	1
LOC339568	0	0	0	0	0	0
LOC339593	0	0	0	0	0	0
LOC339622	0	0	0	0	0	0
LOC339666	0	0	1	0	0	0
LOC339803	152	173	213	123	116	107
LOC339807	0	0	0	0	0	0
LOC339862	0	0	3	4	1	1
LOC339874	5	10	4	4	9	2
LOC339975	0	0	0	0	0	0
LOC340017	0	0	0	0	0	0
LOC340074	0	0	0	0	0	0
LOC340107	0	0	0	0	0	0
LOC340113	0	0	0	0	0	0
LOC340357	0	0	0	0	0	0
LOC340512	0	0	0	0	0	0
LOC341056	1	0	2	1	1	0
LOC343052	0	0	0	0	0	0
LOC344887	0	0	0	0	0	0
LOC344967	0	0	0	0	0	0
LOC349160	0	0	0	0	0	0
LOC374443	57	51	49	21	51	35
LOC375196	0	0	0	0	1	0
LOC387810	0	0	0	0	0	0
LOC388242	0	0	0	0	0	0
LOC388282	0	0	0	0	0	0
LOC388406	0	0	0	0	0	0
LOC388436	0	0	0	0	0	0
LOC388692	8	6	12	9	9	3
LOC388780	1	4	2	1	0	2
LOC388813	0	0	0	0	2	1
LOC388849	0	0	0	0	0	0
LOC388882	1	0	1	0	0	1
LOC388942	0	0	0	0	0	0
LOC389033	0	0	0	0	0	3
LOC389199	0	2	2	0	0	0
LOC389247	3	1	6	2	0	0
LOC389332	9	11	11	7	4	2
LOC389602	0	0	0	0	0	0
LOC389641	0	0	6	0	6	0
LOC389705	11	10	9	9	3	8
LOC389765	71	100	90	43	70	46
LOC389831	0	0	0	0	0	0
LOC389834	0	0	0	0	0	0
LOC389895	3	5	6	0	0	0
LOC389906	98	127	131	103	111	111
LOC390705	0	0	0	0	0	0
LOC391003	0	0	0	0	0	0
LOC391322	10	13	28	10	11	7
LOC392196	0	0	0	0	0	0
LOC392232	2	2	2	0	0	0
LOC392364	0	0	0	0	0	0
LOC392452	0	0	0	0	0	0
LOC399715	6	11	4	15	26	17
LOC399815	2	4	5	0	0	0
LOC399886	0	0	0	0	0	0
LOC400043	28	17	36	9	20	14
LOC400541	0	0	0	0	0	0
LOC400548	0	3	0	0	0	0
LOC400553	0	0	0	0	0	0
LOC400558	0	1	0	0	0	0
LOC400620	0	0	0	0	0	1
LOC400655	0	0	0	0	0	0
LOC400661	0	0	0	0	0	0
LOC400684	6	2	8	5	3	2
LOC400685	8	8	18	0	0	0
LOC400706	4	8	10	0	1	0
LOC400736	0	0	0	0	0	0
LOC400794	57	93	72	37	91	109
LOC400867	0	0	0	0	0	0
LOC400927	36	47	89	53	75	78
LOC400927-CSNK1E	14	30	22	26	34	29
LOC400940	0	0	0	0	0	0
LOC400958	0	0	0	0	0	1
LOC400997	1	0	0	0	0	0
LOC401010	0	3	4	3	2	1
LOC401052	92	105	109	64	79	81
LOC401127	5	5	6	5	9	3
LOC401134	7	7	0	0	0	2
LOC401177	0	0	0	0	0	0
LOC401242	0	0	0	0	0	0
LOC401286	1	3	1	0	0	0
LOC401312	0	0	0	0	0	0
LOC401320	232	249	324	247	272	279
LOC401324	5	0	1	1	2	1
LOC401357	0	2	0	0	0	0
LOC401463	0	0	0	0	0	0
LOC401557	0	0	0	0	0	0
LOC401585	0	0	0	0	0	3
LOC403312	1	0	1	1	0	0
LOC403323	43	35	34	13	25	34
LOC407835	0	2	7	3	3	6
LOC414300	4	1	1	0	0	0
LOC439933	0	0	0	0	0	0
LOC439994	66	107	110	46	71	61
LOC440028	15	12	30	16	23	8
LOC440040	0	0	0	0	0	0
LOC440117	0	0	0	0	0	0
LOC440173	6	5	2	4	0	1
LOC440300	25	14	18	15	14	4
LOC440311	0	0	1	1	4	0
LOC440390	0	0	0	0	0	0
LOC440434	171	217	274	226	194	251
LOC440446	0	0	0	2	0	0
LOC440461	2	2	7	5	5	14
LOC440600	7	9	7	3	0	1
LOC440602	0	0	0	0	0	0
LOC440700	0	0	0	0	1	0
LOC440704	0	0	0	0	0	0
LOC440895	0	0	0	0	0	0
LOC440896	0	0	0	0	0	0
LOC440910	16	12	29	10	4	9
LOC440982	0	0	0	0	0	0
LOC441025	0	0	0	0	0	0
LOC441081	0	0	0	0	0	0
LOC441155	3	2	7	0	1	5
LOC441178	0	3	0	0	0	0
LOC441204	22	22	25	3	0	5
LOC441242	35	46	30	11	6	9
LOC441454	0	0	0	0	0	0
LOC441455	4	4	2	3	4	7
LOC441601	1	0	0	0	0	0
LOC441666	174	128	183	98	66	53
LOC442028	0	0	0	0	0	0
LOC442132	0	0	0	0	0	0
LOC442497	8	15	12	8	5	3
LOC494127	0	0	0	0	0	0
LOC494141	0	0	0	0	0	0
LOC51145	0	0	0	0	0	0
LOC541472	0	0	0	0	0	0
LOC541473	0	0	0	0	0	0
LOC550113	1	1	0	0	1	0
LOC553103	10	39	37	9	4	5
LOC55338	0	0	0	0	0	0
LOC554206	12	11	23	6	14	10
LOC554223	1	1	0	1	1	2
LOC554249	0	0	0	0	0	0
LOC574538	1	1	0	0	1	2
LOC606724	0	0	0	0	0	0
LOC613037	4	0	2	4	5	5
LOC613038	0	0	0	0	0	0
LOC613266	0	0	0	0	0	0
LOC63930	0	0	0	1	0	0
LOC641367	0	0	0	1	0	0
LOC641746	2	0	0	0	0	1
LOC642236	9	7	5	6	1	4
LOC642361	98	90	111	36	41	70
LOC642366	40	42	39	6	4	6
LOC642423	15	14	20	22	41	16
LOC642426	0	0	0	0	0	0
LOC642776	14	0	9	3	5	6
LOC642846	108	178	187	117	116	99
LOC642852	963	1163	1511	455	636	626
LOC642929	0	0	0	0	0	0
LOC642943	0	0	0	0	0	0
LOC643072	141	196	178	84	83	95
LOC643201	20	49	56	1	11	9
LOC643339	12	8	7	8	12	19
LOC643355	3	1	0	0	0	2
LOC643387	2	3	8	0	0	1
LOC643406	0	0	1	3	0	1
LOC643441	0	0	0	0	0	0
LOC643542	0	0	0	0	0	0
LOC643623	0	0	0	0	0	0
LOC643711	0	0	0	0	0	0
LOC643733	0	0	0	0	0	0
LOC643770	5	6	3	1	0	1
LOC643802	0	0	0	0	0	0
LOC643923	2	0	0	2	2	1
LOC644070	0	0	0	0	0	0
LOC644145	0	0	0	0	0	0
LOC644172	0	0	0	0	0	0
LOC644189	0	0	0	0	0	1
LOC644285	135	146	193	221	187	176
LOC644554	10	20	26	5	3	8
LOC644656	23	18	38	9	35	23
LOC644669	0	2	0	0	1	0
LOC644762	0	0	0	0	0	0
LOC644838	0	0	0	0	0	0
LOC644919	4	8	4	0	0	3
LOC644936	0	0	0	0	1	0
LOC645166	8	10	10	15	11	14
LOC645354	0	0	0	0	0	0
LOC645382	0	0	0	0	0	0
LOC645434	4	2	4	0	0	0
LOC645513	514	608	836	444	449	456
LOC645752	12	12	5	1	5	5
LOC645949	1	0	0	0	0	0
LOC646029	1	5	6	0	0	0
LOC646214	0	2	2	3	4	8
LOC646268	0	0	0	2	0	0
LOC646471	0	1	5	7	3	2
LOC646522	0	0	0	0	0	0
LOC646626	5	10	10	5	7	5
LOC646736	0	0	0	0	0	0
LOC646743	0	0	0	0	0	0
LOC646762	1093	1252	1556	2105	2429	2383
LOC646813	0	0	0	0	0	0
LOC646903	55	61	74	50	64	58
LOC646938	0	0	0	0	0	0
LOC647323	0	0	0	0	0	0
LOC647859	0	0	0	0	0	0
LOC648987	56	67	93	35	48	43
LOC649133	0	0	0	0	0	0
LOC649324	0	0	0	0	0	0
LOC649352	0	0	0	0	0	0
LOC650226	0	0	0	0	0	0
LOC650293	0	0	0	0	0	0
LOC652276	78	103	132	80	87	104
LOC653160	62	78	72	53	96	74
LOC653513	160	200	258	454	479	430
LOC653602	4	4	3	3	2	0
LOC653653	3	7	0	2	3	2
LOC653712	14	19	29	1	2	1
LOC653786	0	1	0	0	0	0
LOC654342	21	8	19	1	12	29
LOC654841	20	28	29	16	16	8
LOC727751	0	0	0	0	0	0
LOC727896	5	0	2	3	4	0
LOC727924	0	0	0	0	0	0
LOC728024	4	9	8	1	3	2
LOC728040	0	2	0	0	0	1
LOC728084	3	4	1	8	7	4
LOC728095	0	0	0	0	0	0
LOC728175	0	1	1	16	4	9
LOC728323	34	41	43	38	27	27
LOC728392	395	500	568	336	389	423
LOC728485	9	13	9	3	9	12
LOC728554	45	70	51	59	65	73
LOC728613	98	144	187	53	74	57
LOC728673	36	50	50	10	21	10
LOC728730	101	107	125	162	197	177
LOC728739	9	6	18	4	6	7
LOC728743	99	110	148	92	150	142
LOC728752	8	18	30	10	10	18
LOC728989	31	77	76	114	119	94
LOC729080	0	0	0	0	0	0
LOC729083	1	0	0	0	0	0
LOC729159	0	0	0	0	0	0
LOC729218	299	368	421	341	430	437
LOC729296	0	0	0	0	0	0
LOC729348	0	0	0	0	0	0
LOC729506	3	1	5	1	0	0
LOC729603	36	57	67	125	80	123
LOC729609	0	0	0	0	0	0
LOC729658	0	5	0	0	0	0
LOC729683	23	14	46	5	13	7
LOC729732	41	79	99	39	46	40
LOC729737	341	462	522	736	984	1079
LOC729739	0	0	0	0	0	0
LOC729867	9	5	12	12	22	6
LOC729930	0	0	0	0	0	0
LOC729950	0	2	0	0	1	0
LOC729966	0	0	0	0	0	0
LOC729970	52	56	68	59	73	41
LOC729987	0	0	0	0	0	0
LOC730101	300	346	377	136	124	133
LOC730102	16	15	17	1	9	1
LOC730159	0	0	0	0	0	0
LOC730183	13	32	32	12	16	9
LOC730202	6	18	12	1	9	4
LOC730668	0	1	0	0	0	0
LOC731157	2	3	1	0	0	0
LOC731424	0	0	0	0	0	0
LOC79160	2	3	6	1	5	3
LOC79999	0	0	0	0	0	0
LOC80078	0	1	0	0	0	0
LOC81691	208	275	313	73	97	94
LOC90246	36	54	47	5	9	4
LOC90768	173	207	190	245	319	303
LOC90784	164	182	181	104	146	172
LOC91450	0	2	0	2	4	3
LOC93622	164	231	250	91	125	69
LOH12CR1	62	100	107	73	108	106
LOH12CR2	13	19	31	2	14	2
LONP1	1518	2010	2313	2829	3596	3544
LONP2	1252	1476	1854	1609	1678	1608
LONRF1	209	215	289	376	448	456
LONRF2	141	130	246	89	55	54
LONRF3	10	7	16	6	0	4
LOR	0	2	1	0	0	0
LOX	289	220	213	758	717	619
LOXHD1	82	75	91	4	9	4
LOXL1	718	999	1077	333	432	382
LOXL1-AS1	141	205	191	105	89	102
LOXL2	1675	2231	2392	6177	7895	7614
LOXL3	348	470	481	423	530	454
LOXL4	95	147	162	347	407	417
LPA	7	7	4	1	2	0
LPAL2	4	15	10	0	2	4
LPAR1	12	19	15	6	11	13
LPAR2	155	259	263	123	212	186
LPAR3	47	85	89	45	59	37
LPAR4	17	28	24	5	4	1
LPAR5	0	1	1	5	4	0
LPAR6	8	17	4	4	4	1
LPCAT1	569	826	846	567	700	697
LPCAT2	94	125	141	37	44	44
LPCAT3	295	368	474	256	336	322
LPCAT4	1498	2185	2215	1276	1664	1551
LPGAT1	1169	1246	1431	1726	1279	1320
LPIN1	998	1027	1289	1472	1487	1528
LPIN2	757	908	1030	834	851	796
LPIN3	588	887	873	951	1360	1304
LPL	17	22	42	38	35	27
LPO	0	0	0	0	1	0
LPP	2314	2316	3017	6599	5064	5191
LPP-AS1	0	0	0	0	0	0
LPP-AS2	76	106	83	12	14	20
LPPR1	10	16	10	2	2	0
LPPR2	392	539	554	669	809	786
LPPR3	195	228	320	127	212	161
LPPR4	156	149	214	116	115	94
LPPR5	4	6	2	2	2	2
LPXN	32	52	53	33	29	44
LRAT	134	147	170	569	592	558
LRBA	1689	1673	2361	1158	957	846
LRCH1	373	436	517	1296	1403	1391
LRCH2	157	154	175	209	187	204
LRCH3	453	480	697	546	412	397
LRCH4	613	840	919	1021	1372	1516
LRCOL1	0	0	0	0	0	0
LRFN1	307	368	431	126	176	133
LRFN2	1	0	0	5	4	6
LRFN3	152	212	221	113	143	106
LRFN4	305	427	460	421	560	561
LRFN5	20	21	33	3	7	7
LRG1	5	7	7	0	2	2
LRGUK	4	9	3	0	3	1
LRIF1	318	379	467	289	321	329
LRIG1	600	821	923	272	400	322
LRIG2	313	324	460	268	287	312
LRIG3	104	125	129	125	89	121
LRIT1	0	0	0	0	0	0
LRIT2	0	0	0	0	0	0
LRIT3	7	19	11	10	3	7
LRMP	3	6	3	0	1	0
LRP1	7262	9708	10241	6828	8456	7646
LRP1-AS	0	0	0	0	0	0
LRP10	1120	1737	1788	1606	1998	1999
LRP11	116	111	142	132	150	145
LRP12	507	564	729	736	800	737
LRP1B	84	80	90	77	36	39
LRP2	64	50	93	43	28	36
LRP2BP	34	37	50	40	43	41
LRP3	234	427	400	154	181	206
LRP4	730	1019	1051	658	688	667
LRP4-AS1	0	4	3	5	5	17
LRP5	1053	1379	1477	795	1064	1030
LRP5L	34	33	28	72	86	92
LRP6	1028	970	1413	1290	751	741
LRP8	715	949	936	434	437	418
LRPAP1	1290	2005	2048	1989	2479	2410
LRPPRC	2667	3085	3459	3216	3363	3454
LRR1	96	163	218	59	94	83
LRRC1	132	205	216	630	772	753
LRRC10	1312	2019	2189	1739	2211	1912
LRRC10B	9	17	18	4	6	6
LRRC14	389	515	591	264	353	385
LRRC14B	20	17	14	34	65	50
LRRC15	2	2	3	28	22	29
LRRC16A	2342	2706	3332	510	514	482
LRRC16B	8	17	14	14	25	24
LRRC17	73	104	131	19	29	11
LRRC18	0	0	0	0	0	0
LRRC19	0	0	0	0	0	0
LRRC2	31	47	20	137	125	114
LRRC2-AS1	2	0	0	0	1	0
LRRC20	681	1006	906	329	451	359
LRRC23	114	159	189	136	166	175
LRRC24	75	140	125	85	102	125
LRRC25	0	0	0	0	0	0
LRRC26	1	0	1	1	0	2
